review_body,review_date
I stayed at cinnamon colombo with my friends to spend our lesure they owns the good qulity rooms with best pool even the spa facilitys are so good Our arrivel and the check out they did with out keeping us soo long.staff are friendly and they provided us perfect hospitality during our stay,22-Jun-19
,
"Love this place, always did since we moved to colombo. This hotel have great restaurants, amazing staff and service. IDeal when you have a child that needs to run around as they have a play area that kids loves in the Cheers pub. The coffee Stop in the lobby is where we spend most of our time as they have a wide range of delicious coffee and pastries even bagels my favourite!!",22-Jun-19
,
"Had an excellent time at Echo, cinnamon Grand. The food was awesome and it more affordable than expected. Great and professional service offered by all the staff members. Definitely recommend this place for business meetings and for special occasions.",22-Jun-19
,
5 stars!!The food was amazing Had the ramen duck noodles and the salt and pepper calamari Simply Amazing Really good place for family and friends And worth the money Not too expensive Had a great time !!,22-Jun-19
,
"As the first guest for the newly opened setup for two at the pond area across the Lagoon Restaurant, I have to say that it was a very memorable experience. Great staff, great food, awesome for pictures; photos attached. Thanks to the GM, Mr. Dermot Gale, for officially welcoming us as the premier guests for the new setup. Special thanks to Chamal the captain, Ranjith the manager in charge, Hashendri our favorite member who always looks after us when we visit, and all the rest of the staff who really made us comfortable and special during our visit. I fully recommend this new setup for anyone who wants a romantic setup for any occasion, especially the vivid photography and the feeling of being with nature. The food can't get any fresher. Will visit again for sure. ",22-Jun-19
,
It's beautiful evening. we had our dinner in chutneys restaurant.it's tasty night in my life excellent services we got from Mr gayan buddika chutney restaurant he is very kind.keep it up good luck to you and your all staff. Thanks a lot for you make me happy,22-Jun-19
,
We came to the breakfast and enjoyed our family. The food was really enjoy and staff make us memorable service I never ever forget location of place. We will back again. Special thanks for Mr darshana and the team.,21-Jun-19
,
"Sri Lanka is open for business, and the Cinnamon Grand is too! I just noticed the great rates and promotions on offer - don’t miss the chance to stay at this iconic hotel. We were there last month for a family dinner in their Indian Restaurant-it was great! Good food and service! The hotel is safe and secure (I didn’t meet him but they even have a gorgeous sniffer dog on duty) and all precautionary measures are in place to ensure all guests are safe. Come and visit this diverse and special island.",21-Jun-19
,
Thank you very much cinnamon grand staff we had a wonderful time with you at courtyard restaurant we had our breakfast.fantastic service all staff smile and they giving memorable service our birthday.,21-Jun-19
,
"The new intimate dining experience at the Lagoon is such a welcome change and one of the nicest experiences that we have had in Colombo. The food was as usual exceptional and the service was impeccable. We were touched to be the first guests to experience the new set up of dining on the pond and we would like to thank the new General manager at the hotel for his warm welcome. Most of all, thank you Chamal, the captain, Ranjith the manager and of course the beautiful Hashi for a wonderful evening. Definitely recommend it to anyone who wants an intimate dinner. We will come again!",21-Jun-19
,
We really enjoyed the food tonight and were particularly impressed with the superb service. This is not the first time we have visited this place and the food here is consistently great. The atmosphere was also very great. Mangala and priyankara,21-Jun-19
,
Visited cinnamon grand for dinner on 21st of June food and drink was excellent as usual. I have been a great man of cinnamon hotels in the past and im happy to note that the standards are well maintain as in the past. I wish the management of the cinnamon hotel very best.,21-Jun-19
,
"On my way to India decided to spend 24 hours in Colombo to see the change if any after the tragedy. I was there for the first time just before the bombing and decided to see for myself. On arriving I was greeted like a long lost Uncle. The smiles, professionalism and the steely nature of the staff made me feel I am truly safe here. Security is the best anywhere and I would hold a convention here tomorrow with complete assurance I was absolutely in the hands of the finest group of men and women heroes and that I can travel freely anywhere. The executive lounge staff brilliant, new manager and sales team to welcome you and the restaurants still serving the best foods in Sri Lanka. Oh and finally Colombo is totally safe and secure I walked everywhere and the people are smiling, friendly and want you all back. So if you are hesitant please don’t be because the adventure begins at the Cinnamon Hotels and you will never get a better deal than now.",21-Jun-19
